,Request: Request Number  ↑,Product,DOC ID,Question,extracted_sentence_1,keywords_1,Document_Name_1,DOC_ID_1,new_keywords_1,score_1,extracted_sentence_2,keywords_2,Document_Name_2,DOC_ID_2,new_keywords_2,score_2,extracted_sentence_3,keywords_3,Document_Name_3,DOC_ID_3,new_keywords_3,score_3,accuracy_old,accuracy_new
62,,Ozempic,SEM 106,"Is there data that can be emailed to help support prescribing Ozempic for a patient with type 2 diabetes where the patient had an inadequate A1C response with Metformin and insulin. Also, the patient has a family history of cardiovascular disease.","{'ozempic', 'type 2 diabetes', 'type 2', 'response', 'insulin', 'a1c', 'cardiovascular', 'metformin', 'data', '2', 'diabetes', 'cvd'}","cardiovascular,outcomes,cvd,cv,ascvd",CV Outcomes (SEM 114) (v7.0),SEM 114,",cardiovascular,outcomes,ascvd,cvd",14.28571429,"{'ozempic', 'type 2 diabetes', 'type 2', 'response', 'insulin', 'a1c', 'cardiovascular', 'metformin', 'data', '2', 'diabetes', 'cvd'}","kapitza,beta,insulin,response",Cover to Kapitza et al. (Insulin Response) (SEM 151) (v5.0),SEM 151,",insulin,response,kapitza,beta",14.28571429,"{'ozempic', 'type 2 diabetes', 'type 2', 'response', 'insulin', 'a1c', 'cardiovascular', 'metformin', 'data', '2', 'diabetes', 'cvd'}","verma,cv,cardiovascular,cvd,established cvd,cv risk factors,cvot,rewind",Cover to Verma et al (REWIND CVD Post-hoc Analysis) (OSEM 084) (v4.0),OSEM 084,",verma,cardiovascular,cv risk factors,rewind,established cvd,cvot,cvd",11.76470588,not accurate,not accurate
63,REQ-43659,Ozempic,SEM 124,"Dr Castaneda would like more information on converting a patient from Rybelsus to Ozempic? Is these a dose equivalency when switching a patient from a maintenance dose (7 or 14mg)  of Rybelsus to Ozempic (.25, .5, or 1mg)?","{'ozempic', 'dose', 'rybelsus', 'maintenance', '7', 'dr', 'switching', 'information'}","ozempic,semaglutide injection,glycemic,control,0.25,initial,early,switching,initiation,hyperglycemia",Initial Glycemic Control (SEM 021) (v7.0),SEM 021,",glycemic,ozempic,early,control,initiation,initial,hyperglycemia,0.25,switching,semaglutide injection",12.5,"{'ozempic', 'dose', 'rybelsus', 'maintenance', '7', 'dr', 'switching', 'information'}","missed,change,missed,dose,dosing",Dosing-Missed Dose (SEM 011) (v7.0),SEM 011,",missed,dose,change",10,"{'ozempic', 'dose', 'rybelsus', 'maintenance', '7', 'dr', 'switching', 'information'}","dosing,guidelines,guideline,missed dose",Dosing-Guidelines (SEM 017) (v6.0),SEM 017,",missed dose,dose,guidelines,guideline",9.090909091,not accurate,accurate with one of docID
64,REQ-43661,Saxenda,SEOB 009,"What is Novo currently studying for pediatric patients living with obesity or experiencing weight gain? Provider sees a need, especially with adolescents on antipsychotic medications.","{'medication', 'medications', 'pediatric', 'weight', 'adolescent', 'obesity'}","pediatrics,teens,adolescents,children,pediatric",Pediatrics (SAX 047) (v9.0),SAX 047,",children,pediatrics,pediatric,teens,adolescent",22.22222222,"{'medication', 'medications', 'pediatric', 'weight', 'adolescent', 'obesity'}","adolescent,adolescents,teens",Adolescents with Obesity (SCALE TEENS) (SAX 103) (v2.0),SAX 103,",teens,adolescent",14.28571429,"{'medication', 'medications', 'pediatric', 'weight', 'adolescent', 'obesity'}","efficacy,weight,",Weight (SAX 004) (v6.0),SAX 004,",weight,efficacy",14.28571429,not accurate,not accurate
65,REQ-43662,Saxenda,SAX 061,Inquiry Text: This is for saxenda and wegovy - dr is asking for what is the long term data for both saxenda and wegovy as far as pts maintaining therapy and what is the results of patients coming off therapy and how much weight did those pts regain once c,"{'wegovy', 'long', 'long term', 'longterm', 'regain', 'therapy', 'longest', 'dr', 'data', 'weight', 'term'}",regain,Weight Regain After Discontinuation (SAX 051) (v5.0),SAX 051,",regain",9.090909091,"{'wegovy', 'long', 'long term', 'longterm', 'regain', 'therapy', 'longest', 'dr', 'data', 'weight', 'term'}","efficacy,weight,",Weight (SAX 004) (v6.0),SAX 004,",weight,efficacy",8.333333333,"{'wegovy', 'long', 'long term', 'longterm', 'regain', 'therapy', 'longest', 'dr', 'data', 'weight', 'term'}","bariatric surgery,anti-obesity medications,saxenda,wegovy",Bariatric Surgery (GOBS 001) (v1.0),GOBS 001,",bariatric surgery,wegovy,anti-obesity medications,saxenda",7.142857143,not accurate,not accurate
66,REQ-43671,Rybelsus,OSEM 021,Doctor requested any additional information on whether Rybelsus is safe in patients with diminished egfr of less then 30.,"{'safety', 'egfr', 'rybelsus', 'information'}","safety,rybelsus,ozempic,ae",Safety vs Ozempic (OSEM 143) (v5.0),OSEM 143,",safety,ae,ozempic,rybelsus",33.33333333,"{'safety', 'egfr', 'rybelsus', 'information'}","cv,rybelsus,ozempic,semglutide,indication",Rybelsus vs Ozempic-CV Indication (OSEM 133) (v5.0),OSEM 133,",ozempic,rybelsus,semglutide,indication,cardiovascular",12.5,"{'safety', 'egfr', 'rybelsus', 'information'}","glp-1 ra,glucagon-like peptide,safety,hypoglycemia,gastrointestinal,glutide,exenatide,victoza,trulicity,byetta,bydureon,ozempic,adlyxin",Safety vs Other GLP-1 RAs (OSEM 086) (v5.0),OSEM 086,",ozempic,safety,byetta,glp-1 ra,adlyxin,exenatide,trulicity,glucagon-like peptide,glutide,victoza,hypoglycemia,bydureon,gi",6.25,not accurate,not accurate
67,REQ-43672,Ozempic,SEM 004,HCP would like more information and data within clinical trials regarding diabetic retinopathy with Ozempic,"{'ozempic', 'hcp', 'diabetic retinopathy', 'clinical', 'trial', 'trials', 'data', 'diabetic', 'retinopathy', 'information'}","sustain,phase,trials,trial,clinical,overview",SUSTAIN Overview (All Phase 3) (SEM 111) (v10.0),SEM 111,",clinical,phase,overview,trial,trials,sustain",23.07692308,"{'ozempic', 'hcp', 'diabetic retinopathy', 'clinical', 'trial', 'trials', 'data', 'diabetic', 'retinopathy', 'information'}","retinopathy,eye,drc,diabetic retinopathy complications,diabetic retinopathy,blindness,blind,vitreous hemorrhage,retina,visual,microvascular",Retinopathy (SEM 004) (v16.0),SEM 004,",vitreous hemorrhage,diabetic retinopathy,drc,eye,microvascular,blind,visual,diabetic retinopathy complications,blindness,retina,retinopathy",10.52631579,"{'ozempic', 'hcp', 'diabetic retinopathy', 'clinical', 'trial', 'trials', 'data', 'diabetic', 'retinopathy', 'information'}","sustain,overview,slide,slides,clinical",Cover to Ozempic Clinical Overview Deck (SEM 600) (v5.0),SEM 600,",slide,overview,sustain,clinical",7.692307692,accurate with one of docID,not accurate
68,REQ-43680,Ozempic,SEM 164,How does the MOA of Ozempic create a CV benefit? She has looked at the studies and can see how an SGL2 creates a CV benefit but doesn’t understand how Ozempic does.,"{'cv benefit', 'ozempic', 'moa', 'study', 'cardiovascular'}","cv,cardiovascular",SUSTAIN 6-CV Outcomes in Subgroup of Patients with CV Risk Factors (SEM 165) (v3.0),SEM 165,",cardiovascular",20,"{'cv benefit', 'ozempic', 'moa', 'study', 'cardiovascular'}","cardiovascular,indication,cv",CV Indication (SEM 153) (v6.0),SEM 153,",cardiovascular,indication",16.66666667,"{'cv benefit', 'ozempic', 'moa', 'study', 'cardiovascular'}","cv,cv indication,cv risk reduction,cardiovascular",Rationale for CV Indication (SEM 162) (v3.0),SEM 162,",cv risk reduction,cardiovascular,cv indication",14.28571429,not accurate,not accurate
69,REQ-43682,Ozempic,SEM 027,Pharm D asked if we have any data for Ozempic being used with patients with kidney transplant? Looking for safety and efficiency data if we have any.,"{'ozempic', 'kidney transplant', 'kidney', 'safety', 'transplant', 'data'}","transplant,solid organ transplant,kidney transplant,liver transplant",Transplant (SEM 027) (v5.0),SEM 027,",kidney transplant,liver transplant,solid organ transplant,transplant",25,"{'ozempic', 'kidney transplant', 'kidney', 'safety', 'transplant', 'data'}","renal,kidney,dialysis,esrd,gfr,egfr,creatinine,clearance,crcl,nephrotic,transplant",Renal Impairment (SEM 125) (v13.0),SEM 125,",clearance,kidney,nephrotic,esrd,dialysis,egfr,gfr,transplant,crcl,creatinine,renal",13.33333333,"{'ozempic', 'kidney transplant', 'kidney', 'safety', 'transplant', 'data'}","hypoglycemia,hypo,safety",Hypoglycemia (SEM 120) (v9.0),SEM 120,",safety,hypoglycemia,hypo",12.5,accurate with one of docID,accurate with one of docID
70,REQ-43683,General-Obesity,SEOB 069,"Provider wants to know if novo needles contain nickel for patient that has nickel allergy 

Also, wants information on GLP-1 and gastroparesis in the setting of post gastric bypass in the setting of weight regain",,,,,,,,,,,,,,,,,,,not accurate,not accurate
71,,General-Obesity,SAX 054,"Provider wants to know if novo needles contain nickel for patient that has nickel allergy 

Also, wants information on GLP-1 and gastroparesis in the setting of post gastric bypass in the setting of weight regain",,,,,,,,,,,,,,,,,,,not accurate,not accurate
72,,General-Obesity,SAX 090,"Provider wants to know if novo needles contain nickel for patient that has nickel allergy 

Also, wants information on GLP-1 and gastroparesis in the setting of post gastric bypass in the setting of weight regain",,,,,,,,,,,,,,,,,,,not accurate,not accurate
73,REQ-43684,Rybelsus,OSEM 120,Provider requested information on  Rybelsus  and the cardio benefits it may offer in the geriatric patients population.  Also were there any additional side effects seen in the geriatric population vs the younger population.,"{'rybelsus', 'information', 'vs', 'geriatric'}","safety,rybelsus,ozempic,ae",Safety vs Ozempic (OSEM 143) (v5.0),OSEM 143,",safety,ae,ozempic,rybelsus",14.28571429,"{'rybelsus', 'information', 'vs', 'geriatric'}","cv,rybelsus,ozempic,semglutide,indication",Rybelsus vs Ozempic-CV Indication (OSEM 133) (v5.0),OSEM 133,",ozempic,rybelsus,semglutide,indication,cardiovascular",12.5,"{'rybelsus', 'information', 'vs', 'geriatric'}","niosh,hazardous",NIOSH Classification (Sema) (SEM 300) (v6.0),SEM 300,",hazardous,niosh",0,not accurate,not accurate
74,REQ-43685,Ozempic,SEM 125,Physician is wanting information on using Ozempic in a patient on dialysis.,"{'dialysis', 'ozempic', 'information'}","ozempic,semaglutide injection,drug,interaction",Drug Interactions (SEM 158) (v10.0),SEM 158,",ozempic,drug,interaction,semaglutide injection",16.66666667,"{'dialysis', 'ozempic', 'information'}","ozempic,glucose,semaglutide,fasting,fpg,preprandial",Fasting Plasma Glucose (FPG) (SEM 025) (v9.0),SEM 025,",semaglutide,ozempic,glucose,fasting,fpg,preprandial",12.5,"{'dialysis', 'ozempic', 'information'}","ozempic,semaglutide injection,glycemic,control,0.25,initial,early,switching,initiation,hyperglycemia",Initial Glycemic Control (SEM 021) (v7.0),SEM 021,",glycemic,ozempic,early,control,initiation,initial,hyperglycemia,0.25,switching,semaglutide injection",8.333333333,not accurate,not accurate
75,REQ-43686,Wegovy,SEOB 026,Please provide clinical differences between Ozempic and Wygovy,"{'difference', 'ozempic', 'clinical'}","ozempic,versus,vs",vs Ozempic (SEOB 026) (v5.0),SEOB 026,",ozempic,versus,vs",20,"{'difference', 'ozempic', 'clinical'}","ozempic,switch,transition",Switching from Ozempic (SEOB 065) (v7.0),SEOB 065,",ozempic,transition,switch",20,"{'difference', 'ozempic', 'clinical'}","2 mg,2.0 mg,ozempic,sustain forte",vs Ozempic 2 mg (SEOB 008) (v6.0),SEOB 008,",sustain forte,ozempic,2 mg,2.0 mg",16.66666667,accurate with one of docID,accurate with one of docID
76,REQ-43687,General,OSEM 137,"Please e-mail the following letters to HCP:
- Pipeline (GEN 090)
- Alzheimer's Disease (OSEM 137)

Many thanks,
Chuck Berds","{'hcp', 'pipeline'}",pipeline,Pipeline (GEN 090) (v6.0),GEN 090,",pipeline",50,"{'hcp', 'pipeline'}","hcp,additional information required,credentials,clarification,clarify,information",HCP Additional Information Required (GEN 130) (v2.0),GEN 130,",clarification,hcp,additional information required,clarify,credentials,information",14.28571429,"{'hcp', 'pipeline'}","product information,pi,package insert",PI Discussion (Verbal Response Only) (GEN 1001) (v2.0),GEN 1001,",package insert,product information,pi",0,not accurate,not accurate
77,,General,GEN 090,"Please e-mail the following letters to HCP:
- Pipeline (GEN 090)
- Alzheimer's Disease (OSEM 137)

Many thanks,
Chuck Berds","{'hcp', 'pipeline'}",pipeline,Pipeline (GEN 090) (v6.0),GEN 090,",pipeline",50,"{'hcp', 'pipeline'}","hcp,additional information required,credentials,clarification,clarify,information",HCP Additional Information Required (GEN 130) (v2.0),GEN 130,",clarification,hcp,additional information required,clarify,credentials,information",14.28571429,"{'hcp', 'pipeline'}","product information,pi,package insert",PI Discussion (Verbal Response Only) (GEN 1001) (v2.0),GEN 1001,",package insert,product information,pi",0,accurate with one of docID,accurate with one of docID
78,REQ-43691,Saxenda,SAX 093,"Please e-mail HCP with the following information:
- Binge Eating Disorder (SAX 093)

HCP also requesting publication:
1. Robert SA, Rohana AG, Shah SA, et al. Improvement in binge eating in non-diabetic obese individuals after 3 months of treatment with l","{'treatment', 'hcp', 'disorder', 'obese', '3', 'bed', 'information'}","binge eating disorder,binge eating,bed,bulimia",Binge Eating Disorder (SAX 093) (v7.0),SAX 093,",bulimia,bed",12.5,"{'treatment', 'hcp', 'disorder', 'obese', '3', 'bed', 'information'}","summary,overview,information,monograph",Product Overview (SAX 025) (v7.0),SAX 025,",information,monograph,overview,summary",10,"{'treatment', 'hcp', 'disorder', 'obese', '3', 'bed', 'information'}",excursion,Cover to Excursion Data for Novo Nordisk Products (GEN 123) (v6.0),GEN 123,",excursion",0,accurate with one of docID,accurate with one of docID
79,REQ-43692,Wegovy,SEOB 072,"Please e-mail the following letter to HCP:
- Pregnancy (SEOB 072)","{'pregnancy', 'hcp'}","pregnancy,pregnant,breastfeed,breastfed,lactation,fertility,fertile,teratogenicity,fetal,fetus,contraception,contraceptive",Pregnancy (SEOB 072) (v2.0),SEOB 072,",pregnant,breastfeeding,contraception,fertile,pregnancy,fetal,lactation,teratogenicity,fetus",10,"{'pregnancy', 'hcp'}",excursion,Cover to Excursion Data for Novo Nordisk Products (GEN 123) (v6.0),GEN 123,",excursion",0,"{'pregnancy', 'hcp'}","bariatric surgery,anti-obesity medications,saxenda,wegovy",Bariatric Surgery (GOBS 001) (v1.0),GOBS 001,",bariatric surgery,wegovy,anti-obesity medications,saxenda",0,accurate with one of docID,accurate with one of docID
80,REQ-43701,Rybelsus,OSEM 092,Doctor would like to receive information related to the efficacy of Rybelsus in patients with gastric bypass as it relates to possible interference with its absorption mechanism,"{'mechanism', 'rybelsus', 'gastric bypass', 'gastric', 'efficacy', 'absorption', 'bypass', 'information'}","moa,absorption,mechanism,snac,bioavailability",Media-Mechanism of Absorption (OSEM 3011) (v2.0),OSEM 3011,",mechanism,bioavailability,moa,absorption,snac",18.18181818,"{'mechanism', 'rybelsus', 'gastric bypass', 'gastric', 'efficacy', 'absorption', 'bypass', 'information'}","safety,rybelsus,ozempic,ae",Safety vs Ozempic (OSEM 143) (v5.0),OSEM 143,",safety,ae,ozempic,rybelsus",9.090909091,"{'mechanism', 'rybelsus', 'gastric bypass', 'gastric', 'efficacy', 'absorption', 'bypass', 'information'}","moa,action,mechanism,insulin,glucagon",Media-Mechanism of Action (OSEM 3012) (v2.0),OSEM 3012,",mechanism,insulin,action,moa,glucagon",8.333333333,not accurate,not accurate
81,REQ-43702,Rybelsus,SEOB 025,Doctor would like to receive any information related to possible weight loss indication for oral semaglutide in the future.,"{'oral', 'semaglutide', 'indication', 'weight loss', 'weight', 'information'}","weight,pound,kilogram,mechanism,weight loss",Mechanism of Weight Loss (OSEM 082) (v3.0),OSEM 082,",kilogram,pound,mechanism,weight loss,weight",22.22222222,"{'oral', 'semaglutide', 'indication', 'weight loss', 'weight', 'information'}","oral,tablet,oasis,formulation",Oral Formulation (SEOB 025) (v5.0),SEOB 025,",oral,oasis,formulation,tablet",11.11111111,"{'oral', 'semaglutide', 'indication', 'weight loss', 'weight', 'information'}","cv,rybelsus,ozempic,semglutide,indication",Rybelsus vs Ozempic-CV Indication (OSEM 133) (v5.0),OSEM 133,",ozempic,rybelsus,semglutide,indication,cardiovascular",10,accurate with one of docID,accurate with one of docID
82,REQ-43705,Ozempic,SEM 004,"Please send MI letter. On Ozempic and Diabetes retinopathy along with:
S Feldman et al, early worsening of diabetes retinopathy….(diabetes and metabolism, 44 (2018)
Bain et al, Worsening of diabetic retinopathy with rapid improvement in systemic glucose c","{'mi', 'ozempic', 'diabetic retinopathy', 'glucose', 'metabolism', 'early', 'send', 'rapid', 'diabetic', 'retinopathy', 'diabetes'}","ozempic,glucose,semaglutide,fasting,fpg,preprandial",Fasting Plasma Glucose (FPG) (SEM 025) (v9.0),SEM 025,",semaglutide,ozempic,glucose,fasting,fpg,preprandial",13.33333333,"{'mi', 'ozempic', 'diabetic retinopathy', 'glucose', 'metabolism', 'early', 'send', 'rapid', 'diabetic', 'retinopathy', 'diabetes'}","ozempic,semaglutide injection,glycemic,control,0.25,initial,early,switching,initiation,hyperglycemia",Initial Glycemic Control (SEM 021) (v7.0),SEM 021,",glycemic,ozempic,early,control,initiation,initial,hyperglycemia,0.25,switching,semaglutide injection",10.52631579,"{'mi', 'ozempic', 'diabetic retinopathy', 'glucose', 'metabolism', 'early', 'send', 'rapid', 'diabetic', 'retinopathy', 'diabetes'}","retinopathy,eye,drc,diabetic retinopathy complications,diabetic retinopathy,blindness,blind,vitreous hemorrhage,retina,visual,microvascular",Retinopathy (SEM 004) (v16.0),SEM 004,",vitreous hemorrhage,diabetic retinopathy,drc,eye,microvascular,blind,visual,diabetic retinopathy complications,blindness,retina,retinopathy",10,accurate with one of docID,not accurate
83,REQ-43709,Ozempic,SEM 174,What is the long-term data on weight loss for patients taking Ozempic?,"{'ozempic', 'longterm', 'weight loss', 'data', 'weight'}","mechanism,weight,weight loss",Mechanism of Weight Loss (SEM 141) (v6.0),SEM 141,",weight loss,weight,mechanism",33.33333333,"{'ozempic', 'longterm', 'weight loss', 'data', 'weight'}","weight,victoza",Weight vs. Victoza (SEM 142) (v6.0),SEM 142,",weight,victoza",16.66666667,"{'ozempic', 'longterm', 'weight loss', 'data', 'weight'}","obesity,weight",Obesity Indication (SEM 155) (v13.0),SEM 155,",weight,obesity",16.66666667,not accurate,not accurate
84,REQ-43719,Saxenda,SAX 062,Is Saxenda contraindicated with a personal history of follicular thyroid cancer?,"{'follicular', 'thyroid cancer', 'cancer', 'thyroid', 'follicular thyroid cancer', 'contraindication'}","thyroid,thyroid neoplasms,mtc,men 2,calcitonin",Thyroid Neoplasms (SAX 018) (v1.0),SAX 018,",calcitonin,men 2,thyroid,thyroid neoplasms,mtc",10,"{'follicular', 'thyroid cancer', 'cancer', 'thyroid', 'follicular thyroid cancer', 'contraindication'}","cancer,tumor,oncology,neoplasm,carcinoma,breast",Breast Neoplasms (SAX 010) (v7.0),SAX 010,",breast,oncology,neoplasm,cancer,carcinoma,tumor",9.090909091,"{'follicular', 'thyroid cancer', 'cancer', 'thyroid', 'follicular thyroid cancer', 'contraindication'}","pancreas,cancer,pancreatic,tumor,oncology,neoplasm,carcinoma",Pancreatic Cancer (SAX 015) (v7.0),SAX 015,",pancreas,oncology,cancer,neoplasm,pancreatic,carcinoma,tumor",8.333333333,not accurate,not accurate
85,REQ-43730,Saxenda,SAX 062,"A patient with a family history of thyroid cancer, unknown what kind in her mother.  She has regular thyroid labs. It is normal. What else do I need to monitor and at what frequency?  Also, what is a patient has had a thyroidectomy with cancer. Is she a c","{'monitor', 'regular', 'thyroid cancer', 'cancer', 'thyroid', 'thyroidectomy'}","thyroid,thyroid neoplasms,mtc,men 2,calcitonin",Thyroid Neoplasms (SAX 018) (v1.0),SAX 018,",calcitonin,men 2,thyroid,thyroid neoplasms,mtc",10,"{'monitor', 'regular', 'thyroid cancer', 'cancer', 'thyroid', 'thyroidectomy'}","cancer,tumor,oncology,neoplasm,carcinoma,breast",Breast Neoplasms (SAX 010) (v7.0),SAX 010,",breast,oncology,neoplasm,cancer,carcinoma,tumor",9.090909091,"{'monitor', 'regular', 'thyroid cancer', 'cancer', 'thyroid', 'thyroidectomy'}","pancreas,cancer,pancreatic,tumor,oncology,neoplasm,carcinoma",Pancreatic Cancer (SAX 015) (v7.0),SAX 015,",pancreas,oncology,cancer,neoplasm,pancreatic,carcinoma,tumor",8.333333333,not accurate,not accurate
86,REQ-43731,Rybelsus,OSEM 043,What data is there for semaglutide use and patients with CKD? Rybelsus or Ozempic,"{'semaglutide', 'ozempic', 'rybelsus', 'use', 'data'}","safety,rybelsus,ozempic,ae",Safety vs Ozempic (OSEM 143) (v5.0),OSEM 143,",safety,ae,ozempic,rybelsus",28.57142857,"{'semaglutide', 'ozempic', 'rybelsus', 'use', 'data'}","cv,rybelsus,ozempic,semglutide,indication",Rybelsus vs Ozempic-CV Indication (OSEM 133) (v5.0),OSEM 133,",ozempic,rybelsus,semglutide,indication,cardiovascular",25,"{'semaglutide', 'ozempic', 'rybelsus', 'use', 'data'}","ozempic,comparison,semaglutide injection,semaglutide sq,semaglutide sc,semaglutide subcutaneous,semaglutide comparison",vs Ozempic (OSEM 040) (v16.0),OSEM 040,",compare,ozempic,semaglutide comparison,semaglutide sc,semaglutide subcutaneous,semaglutide sq,semaglutide injection",9.090909091,not accurate,not accurate
87,,Rybelsus,SEM 126,What data is there for semaglutide use and patients with CKD? Rybelsus or Ozempic,"{'semaglutide', 'ozempic', 'rybelsus', 'use', 'data'}","safety,rybelsus,ozempic,ae",Safety vs Ozempic (OSEM 143) (v5.0),OSEM 143,",safety,ae,ozempic,rybelsus",28.57142857,"{'semaglutide', 'ozempic', 'rybelsus', 'use', 'data'}","cv,rybelsus,ozempic,semglutide,indication",Rybelsus vs Ozempic-CV Indication (OSEM 133) (v5.0),OSEM 133,",ozempic,rybelsus,semglutide,indication,cardiovascular",25,"{'semaglutide', 'ozempic', 'rybelsus', 'use', 'data'}","ozempic,comparison,semaglutide injection,semaglutide sq,semaglutide sc,semaglutide subcutaneous,semaglutide comparison",vs Ozempic (OSEM 040) (v16.0),OSEM 040,",compare,ozempic,semaglutide comparison,semaglutide sc,semaglutide subcutaneous,semaglutide sq,semaglutide injection",9.090909091,not accurate,not accurate
88,REQ-43734,Rybelsus,OSEM 072,Provider would like additional information on Rybelsus and pancreatitis. Recommend sending Ryblesus MI Infographic on pancreatitis.,"{'mi', 'rybelsus', 'pancreatitis', 'send', 'information'}","triglyceride,hypertriglyceridemia,pancreatitis",High Triglycerides and Pancreatitis (OSEM 079) (v5.0),OSEM 079,",pancreatitis,triglyceride,hypertriglyceridemia",14.28571429,"{'mi', 'rybelsus', 'pancreatitis', 'send', 'information'}","safety,rybelsus,ozempic,ae",Safety vs Ozempic (OSEM 143) (v5.0),OSEM 143,",safety,ae,ozempic,rybelsus",12.5,"{'mi', 'rybelsus', 'pancreatitis', 'send', 'information'}","cv,rybelsus,ozempic,semglutide,indication",Rybelsus vs Ozempic-CV Indication (OSEM 133) (v5.0),OSEM 133,",ozempic,rybelsus,semglutide,indication,cardiovascular",11.11111111,not accurate,accurate with one of docID
89,REQ-43735,Saxenda,SAX 080,HCP requested information on storage and stability for Saxenda.,"{'hcp', 'stable', 'storage', 'information'}","summary,overview,information,monograph",Product Overview (SAX 025) (v7.0),SAX 025,",information,monograph,overview,summary",14.28571429,"{'hcp', 'stable', 'storage', 'information'}","in-use,storage,stability,expiration,fridge,frozen,freeze,heat,hot,refrigerate,refrigeration,refrigerator,stable,store,temp,temperature,unopen,unopened,warm,room,cool,stored",Storage and Stability (SAX 080) (v4.0),SAX 080,",room,unopen,stable,hot,refrigerator,fridge,freeze,heat,store,warm,cool,expiration,frozen,temperature,in-use,temp,stored,storage",10,"{'hcp', 'stable', 'storage', 'information'}",excursion,Cover to Excursion Data for Novo Nordisk Products (GEN 123) (v6.0),GEN 123,",excursion",0,accurate with one of docID,accurate with one of docID
90,REQ-43737,Ozempic,SEM 016,Provider has pt who’s sister has medullary thyroid cancer and wants to know if she can give to her pt.,"{'thyroid', 'medullary', 'thyroid cancer', 'cancer'}","neoplasms,cancer,neoplasm",Neoplasms  (SEM 134) (v7.0),SEM 134,",neoplasm,cancer",20,"{'thyroid', 'medullary', 'thyroid cancer', 'cancer'}","thyroid,neoplasms,carcinoma,cancer,thyroid cancer,ptc,papillary thyroid carcinoma,mtc,medullary thyroid carcinoma,men2,men 2,multiple endocrine neoplasia syndrome type 2,neoplasia,follicular thyroid cancer,ftc",Thyroid Neoplasms (SEM 016) (v10.0),SEM 016,",multiple endocrine neoplasia syndrome type 2,men 2,medullary thyroid carcinoma,men2,thyroid cancer,neoplasia,neoplasm,cancer,ptc,thyroid,mtc,follicular thyroid cancer,papillary thyroid carcinoma,carcinoma,ftc",18.75,"{'thyroid', 'medullary', 'thyroid cancer', 'cancer'}","thyroid cancer,hypothyroidism,hyperthyroidism,goiter,thyroid,nodules,thyroidectomy,ptc,papillary thyroid carcinoma,mtc,medullary thyroid carcinoma,men2,men2,multiple endocrine neoplasia syndrome type 2",Thyroid Conditions (SEM 012) (v5.0),SEM 012,",nodules,hypothyroidism,multiple endocrine neoplasia syndrome type 2,medullary thyroid carcinoma,men2,thyroid cancer,hyperthyroidism,ptc,thyroid,mtc,goiter,papillary thyroid carcinoma,thyroidectomy",13.33333333,accurate with one of docID,accurate with one of docID
91,REQ-43742,Ozempic,SEM 008,Please send the MI letters SEM 007 (Antibodies) and SEM 008 (Allergic Reactions),"{'mi', 'allergy', 'reaction', 'antibody', 'send'}","allergic,allergies,allergy,hypersensitivity,angioedema,anaphylactic,anaphylaxis,immunogenicity,reaction,reactions,skin,",Allergic Reactions (SEM 008) (v7.0),SEM 008,",angioedema,allergy,anaphylaxis,reaction,hypersensitivity,anaphylactic,immunogenic,skin",18.18181818,"{'mi', 'allergy', 'reaction', 'antibody', 'send'}","antibody,antibodies,immunogenicity",Antibodies (SEM 007) (v8.0),SEM 007,",antibody,immunogenic",16.66666667,"{'mi', 'allergy', 'reaction', 'antibody', 'send'}",excursion,Cover to Excursion Data for Novo Nordisk Products (GEN 123) (v6.0),GEN 123,",excursion",0,accurate with one of docID,accurate with one of docID
92,,Ozempic,SEM 007,Please send the MI letters SEM 007 (Antibodies) and SEM 008 (Allergic Reactions),"{'mi', 'allergy', 'reaction', 'antibody', 'send'}","allergic,allergies,allergy,hypersensitivity,angioedema,anaphylactic,anaphylaxis,immunogenicity,reaction,reactions,skin,",Allergic Reactions (SEM 008) (v7.0),SEM 008,",angioedema,allergy,anaphylaxis,reaction,hypersensitivity,anaphylactic,immunogenic,skin",18.18181818,"{'mi', 'allergy', 'reaction', 'antibody', 'send'}","antibody,antibodies,immunogenicity",Antibodies (SEM 007) (v8.0),SEM 007,",antibody,immunogenic",16.66666667,"{'mi', 'allergy', 'reaction', 'antibody', 'send'}",excursion,Cover to Excursion Data for Novo Nordisk Products (GEN 123) (v6.0),GEN 123,",excursion",0,accurate with one of docID,accurate with one of docID
93,REQ-43743,Rybelsus,OSEM 044,Please send the MI letter OSEM 044 (Allergic Reactions),"{'mi', 'reaction', 'send', 'allergy'}","cv,cardiovascular,mace,heart attack,mi,stroke,death,indication",CV Indication (OSEM 093) (v9.0),OSEM 093,",mi,stroke,mace,death,indication,cardiovascular,heart attack",10,"{'mi', 'reaction', 'send', 'allergy'}","allergic,allergy,hypersensitivity,sensitivity,anaphylaxis,anaphylactic,urticaria,rash,immunogenic,immunogenicity",Allergic Reactions (OSEM 044) (v8.0),OSEM 044,",sensitivity,allergy,anaphylaxis,hypersensitivity,rash,anaphylactic,urticaria,immunogenic",9.090909091,"{'mi', 'reaction', 'send', 'allergy'}","niosh,hazardous",NIOSH Classification (Sema) (SEM 300) (v6.0),SEM 300,",hazardous,niosh",0,accurate with one of docID,not accurate
